date,event,canonical_event,actual,forecast,previous,surprise,surprise_available
2022-03-04,Non-Farm Employment Change,us_nfp,678.0,407.0,481.0,271.0,1
2022-03-10,Main Refinancing Rate,ecb_rate,0.0,0.0,0.0,0.0,1
2022-03-10,CPI m/m,us_cpi,0.8,0.8,0.6,0.0,1
2022-03-17,Federal Funds Rate,us_fomc,0.5,0.5,0.25,0.0,1
2022-04-01,Core CPI Flash Estimate y/y,eu_core_cpi,3.0,3.1,2.7,-0.10000000000000009,1
2022-04-01,CPI Flash Estimate y/y,eu_cpi,7.5,6.7,5.9,0.7999999999999998,1
2022-04-01,Non-Farm Employment Change,us_nfp,431.0,492.0,750.0,-61.0,1
2022-04-12,CPI m/m,us_cpi,1.2,1.2,0.8,0.0,1
2022-04-14,Main Refinancing Rate,ecb_rate,0.0,0.0,0.0,0.0,1
2022-04-29,Core CPI Flash Estimate y/y,eu_core_cpi,3.5,3.2,2.9,0.2999999999999998,1
2022-04-29,CPI Flash Estimate y/y,eu_cpi,7.5,7.5,7.4,0.0,1
2022-05-05,Federal Funds Rate,us_fomc,1.0,1.0,0.5,0.0,1
2022-05-06,Non-Farm Employment Change,us_nfp,428.0,390.0,428.0,38.0,1
2022-05-11,CPI m/m,us_cpi,0.3,0.2,1.2,0.09999999999999998,1
2022-05-31,Core CPI Flash Estimate y/y,eu_core_cpi,3.8,3.6,3.5,0.19999999999999973,1
2022-05-31,CPI Flash Estimate y/y,eu_cpi,8.1,7.8,7.5,0.2999999999999998,1
2022-06-03,Non-Farm Employment Change,us_nfp,390.0,325.0,436.0,65.0,1
2022-06-09,Main Refinancing Rate,ecb_rate,0.0,0.0,0.0,0.0,1
2022-06-10,CPI m/m,us_cpi,1.0,0.7,0.3,0.30000000000000004,1
2022-06-16,Federal Funds Rate,us_fomc,1.75,1.5,1.0,0.25,1
2022-07-01,Core CPI Flash Estimate y/y,eu_core_cpi,3.7,3.9,3.8,-0.19999999999999973,1
2022-07-01,CPI Flash Estimate y/y,eu_cpi,8.6,8.5,8.1,0.09999999999999964,1
2022-07-08,Non-Farm Employment Change,us_nfp,372.0,260.0,384.0,112.0,1
2022-07-13,CPI m/m,us_cpi,1.3,1.1,1.0,0.19999999999999996,1
2022-07-21,Main Refinancing Rate,ecb_rate,0.5,0.25,0.0,0.25,1
2022-07-28,Federal Funds Rate,us_fomc,2.5,2.5,1.75,0.0,1
2022-07-29,Core CPI Flash Estimate y/y,eu_core_cpi,4.0,3.9,3.7,0.10000000000000009,1
2022-07-29,CPI Flash Estimate y/y,eu_cpi,8.9,8.7,8.6,0.20000000000000107,1
2022-08-05,Non-Farm Employment Change,us_nfp,528.0,250.0,398.0,278.0,1
2022-08-10,CPI m/m,us_cpi,0.0,0.2,1.3,-0.2,1
2022-08-31,Core CPI Flash Estimate y/y,eu_core_cpi,4.3,4.1,4.0,0.20000000000000018,1
2022-08-31,CPI Flash Estimate y/y,eu_cpi,9.1,9.0,8.9,0.09999999999999964,1
2022-09-02,Non-Farm Employment Change,us_nfp,315.0,295.0,526.0,20.0,1
2022-09-08,Main Refinancing Rate,ecb_rate,1.25,1.25,0.5,0.0,1
2022-09-13,CPI m/m,us_cpi,0.1,-0.1,0.0,0.2,1
2022-09-22,Federal Funds Rate,us_fomc,3.25,3.25,2.5,0.0,1
2022-09-30,Core CPI Flash Estimate y/y,eu_core_cpi,4.8,4.7,4.3,0.09999999999999964,1
2022-09-30,CPI Flash Estimate y/y,eu_cpi,10.0,9.7,9.1,0.3000000000000007,1
2022-10-07,Non-Farm Employment Change,us_nfp,263.0,248.0,315.0,15.0,1
2022-10-13,CPI m/m,us_cpi,0.4,0.2,0.1,0.2,1
2022-10-27,Main Refinancing Rate,ecb_rate,2.0,2.0,1.25,0.0,1
2022-10-31,Core CPI Flash Estimate y/y,eu_core_cpi,5.0,4.8,4.8,0.20000000000000018,1
2022-10-31,CPI Flash Estimate y/y,eu_cpi,10.7,9.9,9.9,0.7999999999999989,1
2022-11-03,Federal Funds Rate,us_fomc,4.0,4.0,3.25,0.0,1
2022-11-04,Non-Farm Employment Change,us_nfp,261.0,197.0,315.0,64.0,1
2022-11-10,CPI m/m,us_cpi,0.4,0.6,0.4,-0.19999999999999996,1
2022-11-30,Core CPI Flash Estimate y/y,eu_core_cpi,5.0,5.0,5.0,0.0,1
2022-11-30,CPI Flash Estimate y/y,eu_cpi,10.0,10.4,10.6,-0.40000000000000036,1
2022-12-02,Non-Farm Employment Change,us_nfp,263.0,200.0,284.0,63.0,1
2022-12-13,CPI m/m,us_cpi,0.1,0.3,0.4,-0.19999999999999998,1
2022-12-15,Main Refinancing Rate,ecb_rate,2.5,2.5,2.0,0.0,1
2022-12-15,Federal Funds Rate,us_fomc,4.5,4.5,4.0,0.0,1
2023-01-06,Core CPI Flash Estimate y/y,eu_core_cpi,5.2,5.1,5.0,0.10000000000000053,1
2023-01-06,CPI Flash Estimate y/y,eu_cpi,9.2,9.6,10.1,-0.40000000000000036,1
2023-01-06,Non-Farm Employment Change,us_nfp,223.0,200.0,256.0,23.0,1
2023-01-12,CPI m/m,us_cpi,-0.1,-0.1,0.1,0.0,1
2023-02-01,Core CPI Flash Estimate y/y,eu_core_cpi,5.2,5.1,5.2,0.10000000000000053,1
2023-02-01,CPI Flash Estimate y/y,eu_cpi,8.5,9.0,9.2,-0.5,1
2023-02-02,Main Refinancing Rate,ecb_rate,3.0,3.0,2.5,0.0,1
2023-02-02,Federal Funds Rate,us_fomc,4.75,4.75,4.5,0.0,1
2023-02-03,Non-Farm Employment Change,us_nfp,517.0,193.0,260.0,324.0,1
2023-02-14,CPI m/m,us_cpi,0.5,0.5,-0.1,0.0,1
2023-03-02,Core CPI Flash Estimate y/y,eu_core_cpi,5.6,5.3,5.3,0.2999999999999998,1
2023-03-02,CPI Flash Estimate y/y,eu_cpi,8.5,8.3,8.6,0.1999999999999993,1
2023-03-10,Non-Farm Employment Change,us_nfp,311.0,224.0,504.0,87.0,1
2023-03-14,CPI m/m,us_cpi,0.4,0.4,0.5,0.0,1
2023-03-16,Main Refinancing Rate,ecb_rate,3.5,3.5,3.0,0.0,1
2023-03-23,Federal Funds Rate,us_fomc,5.0,5.0,4.75,0.0,1
2023-03-31,Core CPI Flash Estimate y/y,eu_core_cpi,5.7,5.7,5.6,0.0,1
2023-03-31,CPI Flash Estimate y/y,eu_cpi,6.9,7.1,8.5,-0.1999999999999993,1
2023-04-07,Non-Farm Employment Change,us_nfp,236.0,228.0,326.0,8.0,1
2023-04-12,CPI m/m,us_cpi,0.1,0.2,0.4,-0.1,1
2023-05-02,Core CPI Flash Estimate y/y,eu_core_cpi,5.6,5.6,5.7,0.0,1
2023-05-02,CPI Flash Estimate y/y,eu_cpi,7.0,7.0,6.9,0.0,1
2023-05-04,Main Refinancing Rate,ecb_rate,3.75,3.75,3.5,0.0,1
2023-05-04,Federal Funds Rate,us_fomc,5.25,5.25,5.0,0.0,1
2023-05-05,Non-Farm Employment Change,us_nfp,253.0,181.0,165.0,72.0,1
2023-05-10,CPI m/m,us_cpi,0.4,0.4,0.1,0.0,1
2023-06-01,Core CPI Flash Estimate y/y,eu_core_cpi,5.3,5.5,5.6,-0.20000000000000018,1
2023-06-01,CPI Flash Estimate y/y,eu_cpi,6.1,6.3,7.0,-0.20000000000000018,1
2023-06-02,Non-Farm Employment Change,us_nfp,339.0,193.0,294.0,146.0,1
2023-06-13,CPI m/m,us_cpi,0.1,0.2,0.4,-0.1,1
2023-06-15,Main Refinancing Rate,ecb_rate,4.0,4.0,3.75,0.0,1
2023-06-15,Federal Funds Rate,us_fomc,5.25,5.25,5.25,0.0,1
2023-06-30,Core CPI Flash Estimate y/y,eu_core_cpi,5.4,5.5,5.3,-0.09999999999999964,1
2023-06-30,CPI Flash Estimate y/y,eu_cpi,5.5,5.6,6.1,-0.09999999999999964,1
2023-07-07,Non-Farm Employment Change,us_nfp,209.0,224.0,306.0,-15.0,1
2023-07-12,CPI m/m,us_cpi,0.2,0.3,0.1,-0.09999999999999998,1
2023-07-27,Main Refinancing Rate,ecb_rate,4.25,4.25,4.0,0.0,1
2023-07-27,Federal Funds Rate,us_fomc,5.5,5.5,5.25,0.0,1
2023-07-31,Core CPI Flash Estimate y/y,eu_core_cpi,5.5,5.4,5.5,0.09999999999999964,1
2023-07-31,CPI Flash Estimate y/y,eu_cpi,5.3,5.3,5.5,0.0,1
2023-08-04,Non-Farm Employment Change,us_nfp,187.0,205.0,185.0,-18.0,1
2023-08-10,CPI m/m,us_cpi,0.2,0.2,0.2,0.0,1
2023-08-31,Core CPI Flash Estimate y/y,eu_core_cpi,5.3,5.3,5.5,0.0,1
2023-08-31,CPI Flash Estimate y/y,eu_cpi,5.3,5.1,5.3,0.20000000000000018,1
2023-09-01,Non-Farm Employment Change,us_nfp,187.0,169.0,157.0,18.0,1
2023-09-13,CPI m/m,us_cpi,0.6,0.6,0.2,0.0,1
2023-09-14,Main Refinancing Rate,ecb_rate,4.5,4.25,4.25,0.25,1
2023-09-21,Federal Funds Rate,us_fomc,5.5,5.5,5.5,0.0,1
2023-09-29,Core CPI Flash Estimate y/y,eu_core_cpi,4.5,4.8,5.3,-0.2999999999999998,1
2023-09-29,CPI Flash Estimate y/y,eu_cpi,4.3,4.5,5.2,-0.20000000000000018,1
2023-10-06,Non-Farm Employment Change,us_nfp,336.0,171.0,227.0,165.0,1
2023-10-12,CPI m/m,us_cpi,0.4,0.3,0.6,0.10000000000000003,1
2023-10-26,Main Refinancing Rate,ecb_rate,4.5,4.5,4.5,0.0,1
2023-10-31,Core CPI Flash Estimate y/y,eu_core_cpi,4.2,4.2,4.5,0.0,1
2023-10-31,CPI Flash Estimate y/y,eu_cpi,2.9,3.1,4.3,-0.20000000000000018,1
2023-11-02,Federal Funds Rate,us_fomc,5.5,5.5,5.5,0.0,1
2023-11-03,Non-Farm Employment Change,us_nfp,150.0,178.0,297.0,-28.0,1
2023-11-14,CPI m/m,us_cpi,0.0,0.1,0.4,-0.1,1
2023-11-30,Core CPI Flash Estimate y/y,eu_core_cpi,3.6,3.9,4.2,-0.2999999999999998,1
2023-11-30,CPI Flash Estimate y/y,eu_cpi,2.4,2.7,2.9,-0.30000000000000027,1
2023-12-08,Non-Farm Employment Change,us_nfp,199.0,184.0,150.0,15.0,1
2023-12-12,CPI m/m,us_cpi,0.1,0.0,0.0,0.1,1
2023-12-14,Main Refinancing Rate,ecb_rate,4.5,4.5,4.5,0.0,1
2023-12-14,Federal Funds Rate,us_fomc,5.5,5.5,5.5,0.0,1
2024-01-05,Core CPI Flash Estimate y/y,eu_core_cpi,3.4,3.4,3.6,0.0,1
2024-01-05,CPI Flash Estimate y/y,eu_cpi,2.9,3.0,2.4,-0.10000000000000009,1
2024-01-05,Non-Farm Employment Change,us_nfp,216.0,168.0,173.0,48.0,1
2024-01-11,CPI m/m,us_cpi,0.3,0.2,0.1,0.09999999999999998,1
2024-01-25,Main Refinancing Rate,ecb_rate,4.5,4.5,4.5,0.0,1
2024-02-01,Core CPI Flash Estimate y/y,eu_core_cpi,3.3,3.2,3.4,0.09999999999999964,1
2024-02-01,CPI Flash Estimate y/y,eu_cpi,2.8,2.7,2.9,0.09999999999999964,1
2024-02-01,Federal Funds Rate,us_fomc,5.5,5.5,5.5,0.0,1
2024-02-02,Non-Farm Employment Change,us_nfp,353.0,187.0,333.0,166.0,1
2024-02-13,CPI m/m,us_cpi,0.3,0.2,0.3,0.09999999999999998,1
2024-03-01,Core CPI Flash Estimate y/y,eu_core_cpi,3.1,2.9,3.3,0.20000000000000018,1
2024-03-01,CPI Flash Estimate y/y,eu_cpi,2.6,2.5,2.8,0.10000000000000009,1
2024-03-07,Main Refinancing Rate,ecb_rate,4.5,4.5,4.5,0.0,1
2024-03-08,Non-Farm Employment Change,us_nfp,275.0,198.0,229.0,77.0,1
2024-03-12,CPI m/m,us_cpi,0.4,0.4,0.3,0.0,1
2024-03-21,Federal Funds Rate,us_fomc,5.5,5.5,5.5,0.0,1
2024-04-03,Core CPI Flash Estimate y/y,eu_core_cpi,2.9,3.0,3.1,-0.10000000000000009,1
2024-04-03,CPI Flash Estimate y/y,eu_cpi,2.4,2.5,2.6,-0.10000000000000009,1
2024-04-05,Non-Farm Employment Change,us_nfp,303.0,212.0,270.0,91.0,1
2024-04-10,CPI m/m,us_cpi,0.4,0.3,0.4,0.10000000000000003,1
2024-04-11,Main Refinancing Rate,ecb_rate,4.5,4.5,4.5,0.0,1
2024-04-30,Core CPI Flash Estimate y/y,eu_core_cpi,2.7,2.6,2.9,0.10000000000000009,1
2024-04-30,CPI Flash Estimate y/y,eu_cpi,2.4,2.4,2.4,0.0,1
2024-05-02,Federal Funds Rate,us_fomc,5.5,5.5,5.5,0.0,1
2024-05-03,Non-Farm Employment Change,us_nfp,175.0,238.0,315.0,-63.0,1
2024-05-15,CPI m/m,us_cpi,0.3,0.4,0.4,-0.10000000000000003,1
2024-05-31,Core CPI Flash Estimate y/y,eu_core_cpi,2.9,2.7,2.7,0.19999999999999973,1
2024-05-31,CPI Flash Estimate y/y,eu_cpi,2.6,2.5,2.4,0.10000000000000009,1
2024-06-06,Main Refinancing Rate,ecb_rate,4.25,4.25,4.5,0.0,1
2024-06-07,Non-Farm Employment Change,us_nfp,272.0,182.0,165.0,90.0,1
2024-06-12,CPI m/m,us_cpi,0.0,0.1,0.3,-0.1,1
2024-06-13,Federal Funds Rate,us_fomc,5.5,5.5,5.5,0.0,1
2024-07-02,Core CPI Flash Estimate y/y,eu_core_cpi,2.9,2.8,2.9,0.10000000000000009,1
2024-07-02,CPI Flash Estimate y/y,eu_cpi,2.5,2.5,2.6,0.0,1
2024-07-05,Non-Farm Employment Change,us_nfp,206.0,191.0,218.0,15.0,1
2024-07-11,CPI m/m,us_cpi,-0.1,0.1,0.0,-0.2,1
2024-07-18,Main Refinancing Rate,ecb_rate,4.25,4.25,4.25,0.0,1
2024-07-31,Core CPI Flash Estimate y/y,eu_core_cpi,2.9,2.8,2.9,0.10000000000000009,1
2024-07-31,CPI Flash Estimate y/y,eu_cpi,2.6,2.5,2.5,0.10000000000000009,1
2024-08-01,Federal Funds Rate,us_fomc,5.5,5.5,5.5,0.0,1
2024-08-02,Non-Farm Employment Change,us_nfp,114.0,176.0,179.0,-62.0,1
2024-08-14,CPI m/m,us_cpi,0.2,0.2,-0.1,0.0,1
2024-08-30,Core CPI Flash Estimate y/y,eu_core_cpi,2.8,2.8,2.9,0.0,1
2024-08-30,CPI Flash Estimate y/y,eu_cpi,2.2,2.2,2.6,0.0,1
2024-09-06,Non-Farm Employment Change,us_nfp,142.0,164.0,89.0,-22.0,1
2024-09-11,CPI m/m,us_cpi,0.2,0.2,0.2,0.0,1
2024-09-12,Main Refinancing Rate,ecb_rate,3.65,3.65,4.25,0.0,1
2024-09-19,Federal Funds Rate,us_fomc,5.0,5.25,5.5,-0.25,1
2024-10-01,Core CPI Flash Estimate y/y,eu_core_cpi,2.7,2.7,2.8,0.0,1
2024-10-01,CPI Flash Estimate y/y,eu_cpi,1.8,1.8,2.2,0.0,1
2024-10-04,Non-Farm Employment Change,us_nfp,254.0,147.0,159.0,107.0,1
2024-10-10,CPI m/m,us_cpi,0.2,0.1,0.2,0.1,1
2024-10-17,Main Refinancing Rate,ecb_rate,3.4,3.4,3.65,0.0,1
2024-10-31,Core CPI Flash Estimate y/y,eu_core_cpi,2.7,2.6,2.7,0.10000000000000009,1
2024-10-31,CPI Flash Estimate y/y,eu_cpi,2.0,1.9,1.7,0.10000000000000009,1
2024-11-01,Non-Farm Employment Change,us_nfp,12.0,106.0,223.0,-94.0,1
2024-11-08,Federal Funds Rate,us_fomc,4.75,4.75,5.0,0.0,1
2024-11-13,CPI m/m,us_cpi,0.2,0.2,0.2,0.0,1
2024-11-29,Core CPI Flash Estimate y/y,eu_core_cpi,2.7,2.8,2.7,-0.09999999999999964,1
2024-11-29,CPI Flash Estimate y/y,eu_cpi,2.3,2.3,2.0,0.0,1
2024-12-06,Non-Farm Employment Change,us_nfp,227.0,218.0,36.0,9.0,1
2024-12-11,CPI m/m,us_cpi,0.3,0.3,0.2,0.0,1
2024-12-12,Main Refinancing Rate,ecb_rate,3.15,3.15,3.4,0.0,1
2024-12-19,Federal Funds Rate,us_fomc,4.5,4.5,4.75,0.0,1
2025-01-07,Core CPI Flash Estimate y/y,eu_core_cpi,2.7,2.7,2.7,0.0,1
2025-01-07,CPI Flash Estimate y/y,eu_cpi,2.4,2.4,2.2,0.0,1
2025-01-10,Non-Farm Employment Change,us_nfp,256.0,164.0,212.0,92.0,1
2025-01-15,CPI m/m,us_cpi,0.4,0.4,0.3,0.0,1
2025-01-30,Main Refinancing Rate,ecb_rate,2.9,2.9,3.15,0.0,1
2025-01-30,Federal Funds Rate,us_fomc,4.5,4.5,4.5,0.0,1
2025-02-03,Core CPI Flash Estimate y/y,eu_core_cpi,2.7,2.6,2.7,0.10000000000000009,1
2025-02-03,CPI Flash Estimate y/y,eu_cpi,2.5,2.4,2.4,0.10000000000000009,1
2025-02-07,Non-Farm Employment Change,us_nfp,143.0,169.0,307.0,-26.0,1
2025-02-12,CPI m/m,us_cpi,0.5,0.3,0.4,0.2,1
2025-03-03,Core CPI Flash Estimate y/y,eu_core_cpi,2.6,2.5,2.7,0.10000000000000009,1
2025-03-03,CPI Flash Estimate y/y,eu_cpi,2.4,2.3,2.5,0.10000000000000009,1
2025-03-06,Main Refinancing Rate,ecb_rate,2.65,2.65,2.9,0.0,1
2025-03-07,Non-Farm Employment Change,us_nfp,151.0,159.0,125.0,-8.0,1
2025-03-12,CPI m/m,us_cpi,0.2,0.3,0.5,-0.09999999999999998,1
2025-03-20,Federal Funds Rate,us_fomc,4.5,4.5,4.5,0.0,1
2025-04-01,Core CPI Flash Estimate y/y,eu_core_cpi,2.4,2.5,2.6,-0.10000000000000009,1
2025-04-01,CPI Flash Estimate y/y,eu_cpi,2.2,2.2,2.3,0.0,1
2025-04-04,Non-Farm Employment Change,us_nfp,228.0,137.0,117.0,91.0,1
2025-04-10,CPI m/m,us_cpi,-0.1,0.1,0.2,-0.2,1
2025-04-17,Main Refinancing Rate,ecb_rate,2.4,2.4,2.65,0.0,1
2025-05-02,Core CPI Flash Estimate y/y,eu_core_cpi,2.7,2.5,2.4,0.20000000000000018,1
2025-05-02,CPI Flash Estimate y/y,eu_cpi,2.2,2.1,2.2,0.10000000000000009,1
2025-05-02,Non-Farm Employment Change,us_nfp,177.0,138.0,185.0,39.0,1
2025-05-08,Federal Funds Rate,us_fomc,4.5,4.5,4.5,0.0,1
2025-05-13,CPI m/m,us_cpi,0.2,0.3,-0.1,-0.09999999999999998,1
2025-06-03,Core CPI Flash Estimate y/y,eu_core_cpi,2.3,2.4,2.7,-0.10000000000000009,1
2025-06-03,CPI Flash Estimate y/y,eu_cpi,1.9,2.0,2.2,-0.10000000000000009,1
2025-06-05,Main Refinancing Rate,ecb_rate,2.15,2.15,2.4,0.0,1
2025-06-06,Non-Farm Employment Change,us_nfp,139.0,126.0,147.0,13.0,1
2025-06-11,CPI m/m,us_cpi,0.1,0.2,0.2,-0.1,1
2025-06-19,Federal Funds Rate,us_fomc,4.5,4.5,4.5,0.0,1
2025-07-01,Core CPI Flash Estimate y/y,eu_core_cpi,2.3,2.3,2.3,0.0,1
2025-07-01,CPI Flash Estimate y/y,eu_cpi,2.0,2.0,1.9,0.0,1
2025-07-03,Non-Farm Employment Change,us_nfp,147.0,111.0,144.0,36.0,1
2025-07-15,CPI m/m,us_cpi,0.3,0.3,0.1,0.0,1
2025-07-24,Main Refinancing Rate,ecb_rate,2.15,2.15,2.15,0.0,1
2025-07-31,Federal Funds Rate,us_fomc,4.5,4.5,4.5,0.0,1
2025-08-01,Core CPI Flash Estimate y/y,eu_core_cpi,2.3,2.3,2.3,0.0,1
2025-08-01,CPI Flash Estimate y/y,eu_cpi,2.0,1.9,2.0,0.10000000000000009,1
2025-08-01,Non-Farm Employment Change,us_nfp,73.0,106.0,14.0,-33.0,1
2025-08-12,CPI m/m,us_cpi,0.2,0.2,0.3,0.0,1
2025-09-02,Core CPI Flash Estimate y/y,eu_core_cpi,2.3,2.2,2.3,0.09999999999999964,1
2025-09-02,CPI Flash Estimate y/y,eu_cpi,2.1,2.1,2.0,0.0,1
2025-09-05,Non-Farm Employment Change,us_nfp,22.0,75.0,79.0,-53.0,1
2025-09-11,Main Refinancing Rate,ecb_rate,2.15,2.15,2.15,0.0,1
2025-09-11,CPI m/m,us_cpi,0.4,0.3,0.2,0.10000000000000003,1
2025-09-18,Federal Funds Rate,us_fomc,4.25,4.25,4.5,0.0,1
2025-10-01,Core CPI Flash Estimate y/y,eu_core_cpi,2.3,2.3,2.3,0.0,1
2025-10-01,CPI Flash Estimate y/y,eu_cpi,2.2,2.2,2.0,0.0,1
2025-10-24,CPI m/m,us_cpi,0.3,0.4,0.4,-0.10000000000000003,1
2025-10-30,Main Refinancing Rate,ecb_rate,2.15,2.15,2.15,0.0,1
2025-10-30,Federal Funds Rate,us_fomc,4.0,4.0,4.25,0.0,1
2025-10-31,Core CPI Flash Estimate y/y,eu_core_cpi,2.4,2.3,2.4,0.10000000000000009,1
2025-10-31,CPI Flash Estimate y/y,eu_cpi,2.1,2.1,2.2,0.0,1
2025-11-20,Non-Farm Employment Change,us_nfp,119.0,53.0,-4.0,66.0,1
2025-12-02,Core CPI Flash Estimate y/y,eu_core_cpi,2.4,2.4,2.4,0.0,1
2025-12-02,CPI Flash Estimate y/y,eu_cpi,2.2,2.1,2.1,0.10000000000000009,1
2025-12-11,Federal Funds Rate,us_fomc,3.75,3.75,4.0,0.0,1
2025-12-16,Non-Farm Employment Change,us_nfp,-105.0,,108.0,,0
2025-12-16,Non-Farm Employment Change,us_nfp,64.0,51.0,-105.0,13.0,1
2025-12-18,Main Refinancing Rate,ecb_rate,2.15,2.15,2.15,0.0,1
