Feature Set,Model,Fold,Test Start,Test End,AUC
Directional,XGBoost,51,2022-06-07,2022-08-29,0.657397107897664
Directional,Logistic Regression,52,2022-08-30,2022-11-21,0.4866071428571428
Directional,Random Forest,52,2022-08-30,2022-11-21,0.47767857142857145
Directional,XGBoost,52,2022-08-30,2022-11-21,0.5915178571428572
Directional,Logistic Regression,53,2022-11-22,2023-02-13,0.5535714285714286
Directional,Random Forest,53,2022-11-22,2023-02-13,0.5491071428571428
Directional,XGBoost,53,2022-11-22,2023-02-13,0.5111607142857143
Directional,Logistic Regression,54,2023-02-14,2023-05-08,0.5089285714285714
Directional,Random Forest,54,2023-02-14,2023-05-08,0.5379464285714286
Directional,XGBoost,54,2023-02-14,2023-05-08,0.546875
Directional,Logistic Regression,55,2023-05-09,2023-07-31,0.441077441077441
Directional,Random Forest,55,2023-05-09,2023-07-31,0.45566778900112237
Directional,XGBoost,55,2023-05-09,2023-07-31,0.6026936026936027
Directional,Logistic Regression,56,2023-08-01,2023-10-23,0.4464285714285714
Directional,Random Forest,56,2023-08-01,2023-10-23,0.41406250000000006
Directional,XGBoost,56,2023-08-01,2023-10-23,0.36941964285714285
Directional,Logistic Regression,57,2023-10-24,2024-01-15,0.525027808676307
Directional,Random Forest,57,2023-10-24,2024-01-15,0.5939933259176863
Directional,XGBoost,57,2023-10-24,2024-01-15,0.675194660734149
Directional,Logistic Regression,58,2024-01-16,2024-04-08,0.43209876543209874
Directional,Random Forest,58,2024-01-16,2024-04-08,0.584736251402918
Directional,XGBoost,58,2024-01-16,2024-04-08,0.5589225589225589
Directional,Logistic Regression,59,2024-04-09,2024-07-01,0.5502232142857142
Directional,Random Forest,59,2024-04-09,2024-07-01,0.6065848214285714
Directional,XGBoost,59,2024-04-09,2024-07-01,0.6350446428571429
Directional,Logistic Regression,60,2024-07-02,2024-09-23,0.4960718294051628
Directional,Random Forest,60,2024-07-02,2024-09-23,0.46745230078563416
Directional,XGBoost,60,2024-07-02,2024-09-23,0.4635241301907969
Directional,Logistic Regression,61,2024-09-24,2024-12-16,0.5017626321974148
Directional,Random Forest,61,2024-09-24,2024-12-16,0.4911868390129259
Directional,XGBoost,61,2024-09-24,2024-12-16,0.4312573443008225
Directional,Logistic Regression,62,2024-12-17,2025-03-11,0.5379464285714285
Directional,Random Forest,62,2024-12-17,2025-03-11,0.5876116071428571
Directional,XGBoost,62,2024-12-17,2025-03-11,0.4363839285714286
Directional,Logistic Regression,63,2025-03-12,2025-06-05,0.5948660714285714
Directional,Random Forest,63,2025-03-12,2025-06-05,0.6316964285714286
Directional,XGBoost,63,2025-03-12,2025-06-05,0.5993303571428571
Directional,Logistic Regression,64,2025-06-06,2025-08-28,0.4994438264738599
Directional,Random Forest,64,2025-06-06,2025-08-28,0.5350389321468298
Directional,XGBoost,64,2025-06-06,2025-08-28,0.5172413793103448
Directional,Logistic Regression,65,2025-08-29,2025-11-20,0.6162402669632926
Directional,Random Forest,65,2025-08-29,2025-11-20,0.5572858731924362
Directional,XGBoost,65,2025-08-29,2025-11-20,0.6885428253615129
Directional + Rate Policy,Logistic Regression,1,2010-11-30,2011-02-21,0.5622171945701357
Directional + Rate Policy,Random Forest,1,2010-11-30,2011-02-21,0.5
Directional + Rate Policy,XGBoost,1,2010-11-30,2011-02-21,0.4027149321266968
Directional + Rate Policy,Logistic Regression,2,2011-02-22,2011-05-16,0.4937142857142857
Directional + Rate Policy,Random Forest,2,2011-02-22,2011-05-16,0.4845714285714286
Directional + Rate Policy,XGBoost,2,2011-02-22,2011-05-16,0.5702857142857143
Directional + Rate Policy,Logistic Regression,3,2011-05-17,2011-08-08,0.4738598442714127
Directional + Rate Policy,Random Forest,3,2011-05-17,2011-08-08,0.4872080088987764
Directional + Rate Policy,XGBoost,3,2011-05-17,2011-08-08,0.43937708565072303
Directional + Rate Policy,Logistic Regression,4,2011-08-09,2011-10-31,0.5444444444444444
Directional + Rate Policy,Random Forest,4,2011-08-09,2011-10-31,0.48000000000000004
Directional + Rate Policy,XGBoost,4,2011-08-09,2011-10-31,0.4666666666666667
Directional + Rate Policy,Logistic Regression,5,2011-11-01,2012-01-23,0.4811111111111111
Directional + Rate Policy,Random Forest,5,2011-11-01,2012-01-23,0.4988888888888889
Directional + Rate Policy,XGBoost,5,2011-11-01,2012-01-23,0.4722222222222222
Directional + Rate Policy,Logistic Regression,6,2012-01-24,2012-04-16,0.6044444444444445
Directional + Rate Policy,Random Forest,6,2012-01-24,2012-04-16,0.625
Directional + Rate Policy,XGBoost,6,2012-01-24,2012-04-16,0.5066666666666667
Directional + Rate Policy,Logistic Regression,7,2012-04-17,2012-07-09,0.472385428907168
Directional + Rate Policy,Random Forest,7,2012-04-17,2012-07-09,0.5076380728554641
Directional + Rate Policy,XGBoost,7,2012-04-17,2012-07-09,0.6075205640423031
Directional + Rate Policy,Logistic Regression,8,2012-07-10,2012-10-01,0.44668911335578
Directional + Rate Policy,Random Forest,8,2012-07-10,2012-10-01,0.48821548821548827
Directional + Rate Policy,XGBoost,8,2012-07-10,2012-10-01,0.3849607182940516
Directional + Rate Policy,Logistic Regression,9,2012-10-02,2012-12-25,0.6028921023359288
Directional + Rate Policy,Random Forest,9,2012-10-02,2012-12-25,0.4694104560622914
Directional + Rate Policy,XGBoost,9,2012-10-02,2012-12-25,0.4638487208008899
Directional + Rate Policy,Logistic Regression,10,2012-12-26,2013-03-19,0.4493882091212459
Directional + Rate Policy,Random Forest,10,2012-12-26,2013-03-19,0.45161290322580644
Directional + Rate Policy,XGBoost,10,2012-12-26,2013-03-19,0.3325917686318131
Directional + Rate Policy,Logistic Regression,11,2013-03-20,2013-06-11,0.6068571428571428
Directional + Rate Policy,Random Forest,11,2013-03-20,2013-06-11,0.6319999999999999
Directional + Rate Policy,XGBoost,11,2013-03-20,2013-06-11,0.6000000000000001
Directional + Rate Policy,Logistic Regression,12,2013-06-12,2013-09-03,0.5736607142857143
Directional + Rate Policy,Random Forest,12,2013-06-12,2013-09-03,0.5122767857142857
Directional + Rate Policy,XGBoost,12,2013-06-12,2013-09-03,0.48102678571428575
Directional + Rate Policy,Logistic Regression,13,2013-09-04,2013-11-27,0.5191387559808613
Directional + Rate Policy,Random Forest,13,2013-09-04,2013-11-27,0.5131578947368421
Directional + Rate Policy,XGBoost,13,2013-09-04,2013-11-27,0.6064593301435406
Directional + Rate Policy,Logistic Regression,14,2013-11-28,2014-02-19,0.5680803571428572
Directional + Rate Policy,Random Forest,14,2013-11-28,2014-02-19,0.5904017857142857
Directional + Rate Policy,XGBoost,14,2013-11-28,2014-02-19,0.609375
Directional + Rate Policy,Logistic Regression,15,2014-02-20,2014-05-14,0.36990950226244346
Directional + Rate Policy,Random Forest,15,2014-02-20,2014-05-14,0.45022624434389136
Directional + Rate Policy,XGBoost,15,2014-02-20,2014-05-14,0.4886877828054298
Directional + Rate Policy,Logistic Regression,16,2014-05-15,2014-08-06,0.47453703703703703
Directional + Rate Policy,Random Forest,16,2014-05-15,2014-08-06,0.5850694444444444
Directional + Rate Policy,XGBoost,16,2014-05-15,2014-08-06,0.5763888888888888
Directional + Rate Policy,Logistic Regression,17,2014-08-07,2014-10-29,0.6038159371492704
Directional + Rate Policy,Random Forest,17,2014-08-07,2014-10-29,0.6071829405162739
Directional + Rate Policy,XGBoost,17,2014-08-07,2014-10-29,0.5982042648709315
Directional + Rate Policy,Logistic Regression,18,2014-10-30,2015-01-21,0.5508571428571429
Directional + Rate Policy,Random Forest,18,2014-10-30,2015-01-21,0.5702857142857143
Directional + Rate Policy,XGBoost,18,2014-10-30,2015-01-21,0.574857142857143
Directional + Rate Policy,Logistic Regression,19,2015-01-22,2015-04-15,0.5893665158371041
Directional + Rate Policy,Random Forest,19,2015-01-22,2015-04-15,0.5746606334841629
Directional + Rate Policy,XGBoost,19,2015-01-22,2015-04-15,0.5723981900452488
Directional + Rate Policy,Logistic Regression,20,2015-04-16,2015-07-08,0.4371523915461624
Directional + Rate Policy,Random Forest,20,2015-04-16,2015-07-08,0.45050055617352613
Directional + Rate Policy,XGBoost,20,2015-04-16,2015-07-08,0.47719688542825356
Directional + Rate Policy,Logistic Regression,21,2015-07-09,2015-09-30,0.5806451612903225
Directional + Rate Policy,Random Forest,21,2015-07-09,2015-09-30,0.592880978865406
Directional + Rate Policy,XGBoost,21,2015-07-09,2015-09-30,0.4794215795328142
Directional + Rate Policy,Logistic Regression,22,2015-10-01,2015-12-23,0.6037946428571428
Directional + Rate Policy,Random Forest,22,2015-10-01,2015-12-23,0.5591517857142857
Directional + Rate Policy,XGBoost,22,2015-10-01,2015-12-23,0.6506696428571428
Directional + Rate Policy,Logistic Regression,23,2015-12-24,2016-03-16,0.4508928571428571
Directional + Rate Policy,Random Forest,23,2015-12-24,2016-03-16,0.48772321428571425
Directional + Rate Policy,XGBoost,23,2015-12-24,2016-03-16,0.47098214285714285
Directional + Rate Policy,Logistic Regression,24,2016-03-17,2016-06-08,0.45791245791245794
Directional + Rate Policy,Random Forest,24,2016-03-17,2016-06-08,0.36307519640852975
Directional + Rate Policy,XGBoost,24,2016-03-17,2016-06-08,0.4365881032547699
Directional + Rate Policy,Logistic Regression,25,2016-06-09,2016-08-31,0.49833147942157957
Directional + Rate Policy,Random Forest,25,2016-06-09,2016-08-31,0.675194660734149
Directional + Rate Policy,XGBoost,25,2016-06-09,2016-08-31,0.5862068965517242
Directional + Rate Policy,Logistic Regression,26,2016-09-01,2016-11-23,0.5099882491186838
Directional + Rate Policy,Random Forest,26,2016-09-01,2016-11-23,0.5111633372502937
Directional + Rate Policy,XGBoost,26,2016-09-01,2016-11-23,0.5381903642773208
Directional + Rate Policy,Logistic Regression,27,2016-11-24,2017-02-15,0.6218020022246942
Directional + Rate Policy,Random Forest,27,2016-11-24,2017-02-15,0.5862068965517242
Directional + Rate Policy,XGBoost,27,2016-11-24,2017-02-15,0.5406006674082314
Directional + Rate Policy,Logistic Regression,28,2017-02-16,2017-05-10,0.5314285714285714
Directional + Rate Policy,Random Forest,28,2017-02-16,2017-05-10,0.4594285714285714
Directional + Rate Policy,XGBoost,28,2017-02-16,2017-05-10,0.40914285714285714
Directional + Rate Policy,Logistic Regression,29,2017-05-11,2017-08-03,0.5368303571428572
Directional + Rate Policy,Random Forest,29,2017-05-11,2017-08-03,0.5859375
Directional + Rate Policy,XGBoost,29,2017-05-11,2017-08-03,0.4720982142857143
Directional + Rate Policy,Logistic Regression,30,2017-08-04,2017-10-26,0.6666666666666666
Directional + Rate Policy,Random Forest,30,2017-08-04,2017-10-26,0.6453423120089787
Directional + Rate Policy,XGBoost,30,2017-08-04,2017-10-26,0.5241301907968574
Directional + Rate Policy,Logistic Regression,31,2017-10-27,2018-01-19,0.46540178571428575
Directional + Rate Policy,Random Forest,31,2017-10-27,2018-01-19,0.4112723214285714
Directional + Rate Policy,XGBoost,31,2017-10-27,2018-01-19,0.5223214285714286
Directional + Rate Policy,Logistic Regression,32,2018-01-22,2018-04-13,0.4085297418630752
Directional + Rate Policy,Random Forest,32,2018-01-22,2018-04-13,0.4826038159371493
Directional + Rate Policy,XGBoost,32,2018-01-22,2018-04-13,0.4399551066217733
Directional + Rate Policy,Logistic Regression,33,2018-04-16,2018-07-06,0.4570135746606335
Directional + Rate Policy,Random Forest,33,2018-04-16,2018-07-06,0.44457013574660637
Directional + Rate Policy,XGBoost,33,2018-04-16,2018-07-06,0.3744343891402715
Directional + Rate Policy,Logistic Regression,34,2018-07-09,2018-09-28,0.5172413793103448
Directional + Rate Policy,Random Forest,34,2018-07-09,2018-09-28,0.5139043381535039
Directional + Rate Policy,XGBoost,34,2018-07-09,2018-09-28,0.4949944382647386
Directional + Rate Policy,Logistic Regression,35,2018-10-01,2018-12-21,0.6122222222222222
Directional + Rate Policy,Random Forest,35,2018-10-01,2018-12-21,0.5711111111111111
Directional + Rate Policy,XGBoost,35,2018-10-01,2018-12-21,0.48111111111111116
Directional + Rate Policy,Logistic Regression,36,2018-12-24,2019-03-15,0.5
Directional + Rate Policy,Random Forest,36,2018-12-24,2019-03-15,0.5357142857142858
Directional + Rate Policy,XGBoost,36,2018-12-24,2019-03-15,0.4665178571428572
Directional + Rate Policy,Logistic Regression,37,2019-03-18,2019-06-10,0.5472747497219133
Directional + Rate Policy,Random Forest,37,2019-03-18,2019-06-10,0.5083426028921023
Directional + Rate Policy,XGBoost,37,2019-03-18,2019-06-10,0.5261401557285874
Directional + Rate Policy,Logistic Regression,38,2019-06-11,2019-09-02,0.4760765550239234
Directional + Rate Policy,Random Forest,38,2019-06-11,2019-09-02,0.47488038277511957
Directional + Rate Policy,XGBoost,38,2019-06-11,2019-09-02,0.5239234449760766
Directional + Rate Policy,Logistic Regression,39,2019-09-03,2019-11-25,0.5074285714285715
Directional + Rate Policy,Random Forest,39,2019-09-03,2019-11-25,0.5028571428571429
Directional + Rate Policy,XGBoost,39,2019-09-03,2019-11-25,0.45714285714285713
Directional + Rate Policy,Logistic Regression,40,2019-11-26,2020-02-17,0.4182424916573971
Directional + Rate Policy,Random Forest,40,2019-11-26,2020-02-17,0.3993325917686318
Directional + Rate Policy,XGBoost,40,2019-11-26,2020-02-17,0.4404894327030034
Directional + Rate Policy,Logistic Regression,41,2020-02-18,2020-05-11,0.37165178571428575
Directional + Rate Policy,Random Forest,41,2020-02-18,2020-05-11,0.45089285714285715
Directional + Rate Policy,XGBoost,41,2020-02-18,2020-05-11,0.42857142857142855
Directional + Rate Policy,Logistic Regression,42,2020-05-12,2020-08-03,0.5041128084606346
Directional + Rate Policy,Random Forest,42,2020-05-12,2020-08-03,0.4371327849588719
Directional + Rate Policy,XGBoost,42,2020-05-12,2020-08-03,0.5123384253819037
Directional + Rate Policy,Logistic Regression,43,2020-08-04,2020-10-26,0.5828698553948832
Directional + Rate Policy,Random Forest,43,2020-08-04,2020-10-26,0.5539488320355951
Directional + Rate Policy,XGBoost,43,2020-08-04,2020-10-26,0.4638487208008899
Directional + Rate Policy,Logistic Regression,44,2020-10-27,2021-01-18,0.4910714285714286
Directional + Rate Policy,Random Forest,44,2020-10-27,2021-01-18,0.5066964285714286
Directional + Rate Policy,XGBoost,44,2020-10-27,2021-01-18,0.5212053571428571
Directional + Rate Policy,Logistic Regression,45,2021-01-19,2021-04-12,0.5322222222222223
Directional + Rate Policy,Random Forest,45,2021-01-19,2021-04-12,0.61
Directional + Rate Policy,XGBoost,45,2021-01-19,2021-04-12,0.5677777777777777
Directional + Rate Policy,Logistic Regression,46,2021-04-13,2021-07-05,0.5939933259176864
Directional + Rate Policy,Random Forest,46,2021-04-13,2021-07-05,0.5239154616240267
Directional + Rate Policy,XGBoost,46,2021-04-13,2021-07-05,0.45717463848720796
Directional + Rate Policy,Logistic Regression,47,2021-07-06,2021-09-27,0.5633484162895928
Directional + Rate Policy,Random Forest,47,2021-07-06,2021-09-27,0.5328054298642534
Directional + Rate Policy,XGBoost,47,2021-07-06,2021-09-27,0.505656108597285
Directional + Rate Policy,Logistic Regression,48,2021-09-28,2021-12-20,0.5357142857142857
Directional + Rate Policy,Random Forest,48,2021-09-28,2021-12-20,0.5011160714285714
Directional + Rate Policy,XGBoost,48,2021-09-28,2021-12-20,0.5658482142857143
Directional + Rate Policy,Logistic Regression,49,2021-12-21,2022-03-14,0.5746606334841629
Directional + Rate Policy,Random Forest,49,2021-12-21,2022-03-14,0.584841628959276
Directional + Rate Policy,XGBoost,49,2021-12-21,2022-03-14,0.4909502262443439
Directional + Rate Policy,Logistic Regression,50,2022-03-15,2022-06-06,0.5474285714285715
Directional + Rate Policy,Random Forest,50,2022-03-15,2022-06-06,0.5291428571428571
Directional + Rate Policy,XGBoost,50,2022-03-15,2022-06-06,0.6022857142857144
Directional + Rate Policy,Logistic Regression,51,2022-06-07,2022-08-29,0.5873192436040044
Directional + Rate Policy,Random Forest,51,2022-06-07,2022-08-29,0.542825361512792
Directional + Rate Policy,XGBoost,51,2022-06-07,2022-08-29,0.657397107897664
Directional + Rate Policy,Logistic Regression,52,2022-08-30,2022-11-21,0.47656250000000006
Directional + Rate Policy,Random Forest,52,2022-08-30,2022-11-21,0.5145089285714286
Directional + Rate Policy,XGBoost,52,2022-08-30,2022-11-21,0.5792410714285715
Directional + Rate Policy,Logistic Regression,53,2022-11-22,2023-02-13,0.5647321428571428
Directional + Rate Policy,Random Forest,53,2022-11-22,2023-02-13,0.546875
Directional + Rate Policy,XGBoost,53,2022-11-22,2023-02-13,0.5334821428571428
Directional + Rate Policy,Logistic Regression,54,2023-02-14,2023-05-08,0.5145089285714286
Directional + Rate Policy,Random Forest,54,2023-02-14,2023-05-08,0.5479910714285714
Directional + Rate Policy,XGBoost,54,2023-02-14,2023-05-08,0.5234375
Directional + Rate Policy,Logistic Regression,55,2023-05-09,2023-07-31,0.4511784511784512
Directional + Rate Policy,Random Forest,55,2023-05-09,2023-07-31,0.45342312008978675
Directional + Rate Policy,XGBoost,55,2023-05-09,2023-07-31,0.5611672278338945
Directional + Rate Policy,Logistic Regression,56,2023-08-01,2023-10-23,0.4542410714285714
Directional + Rate Policy,Random Forest,56,2023-08-01,2023-10-23,0.4592633928571429
Directional + Rate Policy,XGBoost,56,2023-08-01,2023-10-23,0.4229910714285714
Directional + Rate Policy,Logistic Regression,57,2023-10-24,2024-01-15,0.5439377085650723
Directional + Rate Policy,Random Forest,57,2023-10-24,2024-01-15,0.6017797552836485
Directional + Rate Policy,XGBoost,57,2023-10-24,2024-01-15,0.6040044493882091
Directional + Rate Policy,Logistic Regression,58,2024-01-16,2024-04-08,0.430976430976431
Directional + Rate Policy,Random Forest,58,2024-01-16,2024-04-08,0.5578002244668911
Directional + Rate Policy,XGBoost,58,2024-01-16,2024-04-08,0.6318742985409652
Directional + Rate Policy,Logistic Regression,59,2024-04-09,2024-07-01,0.5535714285714286
Directional + Rate Policy,Random Forest,59,2024-04-09,2024-07-01,0.6339285714285714
Directional + Rate Policy,XGBoost,59,2024-04-09,2024-07-01,0.6283482142857142
Directional + Rate Policy,Logistic Regression,60,2024-07-02,2024-09-23,0.5039281705948373
Directional + Rate Policy,Random Forest,60,2024-07-02,2024-09-23,0.4702581369248036
Directional + Rate Policy,XGBoost,60,2024-07-02,2024-09-23,0.46801346801346805
Directional + Rate Policy,Logistic Regression,61,2024-09-24,2024-12-16,0.4524089306698002
Directional + Rate Policy,Random Forest,61,2024-09-24,2024-12-16,0.5041128084606346
Directional + Rate Policy,XGBoost,61,2024-09-24,2024-12-16,0.4347826086956521
Directional + Rate Policy,Logistic Regression,62,2024-12-17,2025-03-11,0.5055803571428572
Directional + Rate Policy,Random Forest,62,2024-12-17,2025-03-11,0.6216517857142857
Directional + Rate Policy,XGBoost,62,2024-12-17,2025-03-11,0.46428571428571425
Directional + Rate Policy,Logistic Regression,63,2025-03-12,2025-06-05,0.5915178571428571
Directional + Rate Policy,Random Forest,63,2025-03-12,2025-06-05,0.6026785714285714
Directional + Rate Policy,XGBoost,63,2025-03-12,2025-06-05,0.578125
Directional + Rate Policy,Logistic Regression,64,2025-06-06,2025-08-28,0.5027808676307007
Directional + Rate Policy,Random Forest,64,2025-06-06,2025-08-28,0.5183537263626251
Directional + Rate Policy,XGBoost,64,2025-06-06,2025-08-28,0.4938820912124583
Directional + Rate Policy,Logistic Regression,65,2025-08-29,2025-11-20,0.6062291434927698
Directional + Rate Policy,Random Forest,65,2025-08-29,2025-11-20,0.6262513904338154
Directional + Rate Policy,XGBoost,65,2025-08-29,2025-11-20,0.6840934371523916
Refined No Availability,Logistic Regression,1,2010-11-30,2011-02-21,0.5588235294117646
Refined No Availability,Random Forest,1,2010-11-30,2011-02-21,0.5305429864253394
Refined No Availability,XGBoost,1,2010-11-30,2011-02-21,0.4208144796380091
Refined No Availability,Logistic Regression,2,2011-02-22,2011-05-16,0.4914285714285714
Refined No Availability,Random Forest,2,2011-02-22,2011-05-16,0.528
Refined No Availability,XGBoost,2,2011-02-22,2011-05-16,0.5851428571428572
Refined No Availability,Logistic Regression,3,2011-05-17,2011-08-08,0.4738598442714127
Refined No Availability,Random Forest,3,2011-05-17,2011-08-08,0.44716351501668516
Refined No Availability,XGBoost,3,2011-05-17,2011-08-08,0.42269187986651835
Refined No Availability,Logistic Regression,4,2011-08-09,2011-10-31,0.5444444444444444
Refined No Availability,Random Forest,4,2011-08-09,2011-10-31,0.4588888888888889
Refined No Availability,XGBoost,4,2011-08-09,2011-10-31,0.4766666666666667
Refined No Availability,Logistic Regression,5,2011-11-01,2012-01-23,0.4811111111111111
Refined No Availability,Random Forest,5,2011-11-01,2012-01-23,0.5077777777777778
Refined No Availability,XGBoost,5,2011-11-01,2012-01-23,0.49777777777777776
Refined No Availability,Logistic Regression,6,2012-01-24,2012-04-16,0.6022222222222222
Refined No Availability,Random Forest,6,2012-01-24,2012-04-16,0.5388888888888889
Refined No Availability,XGBoost,6,2012-01-24,2012-04-16,0.5822222222222223
Refined No Availability,Logistic Regression,7,2012-04-17,2012-07-09,0.46650998824911866
Refined No Availability,Random Forest,7,2012-04-17,2012-07-09,0.5123384253819037
Refined No Availability,XGBoost,7,2012-04-17,2012-07-09,0.645123384253819
Refined No Availability,Logistic Regression,8,2012-07-10,2012-10-01,0.44668911335578
Refined No Availability,Random Forest,8,2012-07-10,2012-10-01,0.47250280583613913
Refined No Availability,XGBoost,8,2012-07-10,2012-10-01,0.35353535353535354
Refined No Availability,Logistic Regression,9,2012-10-02,2012-12-25,0.6028921023359287
Refined No Availability,Random Forest,9,2012-10-02,2012-12-25,0.43270300333704115
Refined No Availability,XGBoost,9,2012-10-02,2012-12-25,0.43937708565072303
Refined No Availability,Logistic Regression,10,2012-12-26,2013-03-19,0.4471635150166853
Refined No Availability,Random Forest,10,2012-12-26,2013-03-19,0.41156840934371525
Refined No Availability,XGBoost,10,2012-12-26,2013-03-19,0.39710789766407123
Refined No Availability,Logistic Regression,11,2013-03-20,2013-06-11,0.6057142857142856
Refined No Availability,Random Forest,11,2013-03-20,2013-06-11,0.6251428571428571
Refined No Availability,XGBoost,11,2013-03-20,2013-06-11,0.6045714285714285
Refined No Availability,Logistic Regression,12,2013-06-12,2013-09-03,0.5736607142857143
Refined No Availability,Random Forest,12,2013-06-12,2013-09-03,0.44308035714285715
Refined No Availability,XGBoost,12,2013-06-12,2013-09-03,0.4508928571428571
Refined No Availability,Logistic Regression,13,2013-09-04,2013-11-27,0.5191387559808613
Refined No Availability,Random Forest,13,2013-09-04,2013-11-27,0.6435406698564593
Refined No Availability,XGBoost,13,2013-09-04,2013-11-27,0.5741626794258373
Refined No Availability,Logistic Regression,14,2013-11-28,2014-02-19,0.5636160714285714
Refined No Availability,Random Forest,14,2013-11-28,2014-02-19,0.6149553571428572
Refined No Availability,XGBoost,14,2013-11-28,2014-02-19,0.6283482142857142
Refined No Availability,Logistic Regression,15,2014-02-20,2014-05-14,0.36990950226244346
Refined No Availability,Random Forest,15,2014-02-20,2014-05-14,0.47058823529411764
Refined No Availability,XGBoost,15,2014-02-20,2014-05-14,0.501131221719457
Refined No Availability,Logistic Regression,16,2014-05-15,2014-08-06,0.47685185185185186
Refined No Availability,Random Forest,16,2014-05-15,2014-08-06,0.5289351851851852
Refined No Availability,XGBoost,16,2014-05-15,2014-08-06,0.5763888888888888
Refined No Availability,Logistic Regression,17,2014-08-07,2014-10-29,0.6262626262626262
Refined No Availability,Random Forest,17,2014-08-07,2014-10-29,0.6083052749719416
Refined No Availability,XGBoost,17,2014-08-07,2014-10-29,0.5982042648709315
Refined No Availability,Logistic Regression,18,2014-10-30,2015-01-21,0.552
Refined No Availability,Random Forest,18,2014-10-30,2015-01-21,0.6005714285714285
Refined No Availability,XGBoost,18,2014-10-30,2015-01-21,0.6022857142857143
Refined No Availability,Logistic Regression,19,2015-01-22,2015-04-15,0.5871040723981901
Refined No Availability,Random Forest,19,2015-01-22,2015-04-15,0.5893665158371041
Refined No Availability,XGBoost,19,2015-01-22,2015-04-15,0.5769230769230769
Refined No Availability,Logistic Regression,20,2015-04-16,2015-07-08,0.4349276974416018
Refined No Availability,Random Forest,20,2015-04-16,2015-07-08,0.41268075639599555
Refined No Availability,XGBoost,20,2015-04-16,2015-07-08,0.45494994438264735
Refined No Availability,Logistic Regression,21,2015-07-09,2015-09-30,0.5806451612903226
Refined No Availability,Random Forest,21,2015-07-09,2015-09-30,0.5383759733036707
Refined No Availability,XGBoost,21,2015-07-09,2015-09-30,0.492769744160178
Refined No Availability,Logistic Regression,22,2015-10-01,2015-12-23,0.6037946428571428
Refined No Availability,Random Forest,22,2015-10-01,2015-12-23,0.5848214285714286
Refined No Availability,XGBoost,22,2015-10-01,2015-12-23,0.6506696428571428
Refined No Availability,Logistic Regression,23,2015-12-24,2016-03-16,0.4520089285714286
Refined No Availability,Random Forest,23,2015-12-24,2016-03-16,0.4564732142857143
Refined No Availability,XGBoost,23,2015-12-24,2016-03-16,0.47098214285714285
Refined No Availability,Logistic Regression,24,2016-03-17,2016-06-08,0.45342312008978675
Refined No Availability,Random Forest,24,2016-03-17,2016-06-08,0.4736251402918069
Refined No Availability,XGBoost,24,2016-03-17,2016-06-08,0.4365881032547699
Refined No Availability,Logistic Regression,25,2016-06-09,2016-08-31,0.4949944382647386
Refined No Availability,Random Forest,25,2016-06-09,2016-08-31,0.5873192436040043
Refined No Availability,XGBoost,25,2016-06-09,2016-08-31,0.5862068965517242
Refined No Availability,Logistic Regression,26,2016-09-01,2016-11-23,0.508813160987074
Refined No Availability,Random Forest,26,2016-09-01,2016-11-23,0.47708578143360747
Refined No Availability,XGBoost,26,2016-09-01,2016-11-23,0.5381903642773208
Refined No Availability,Logistic Regression,27,2016-11-24,2017-02-15,0.6151279199110122
Refined No Availability,Random Forest,27,2016-11-24,2017-02-15,0.5406006674082313
Refined No Availability,XGBoost,27,2016-11-24,2017-02-15,0.5406006674082313
Refined No Availability,Logistic Regression,28,2017-02-16,2017-05-10,0.5314285714285714
Refined No Availability,Random Forest,28,2017-02-16,2017-05-10,0.48
Refined No Availability,XGBoost,28,2017-02-16,2017-05-10,0.42628571428571427
Refined No Availability,Logistic Regression,29,2017-05-11,2017-08-03,0.5379464285714286
Refined No Availability,Random Forest,29,2017-05-11,2017-08-03,0.5267857142857143
Refined No Availability,XGBoost,29,2017-05-11,2017-08-03,0.4642857142857143
Refined No Availability,Logistic Regression,30,2017-08-04,2017-10-26,0.6689113355780022
Refined No Availability,Random Forest,30,2017-08-04,2017-10-26,0.6711560044893378
Refined No Availability,XGBoost,30,2017-08-04,2017-10-26,0.5241301907968574
Refined No Availability,Logistic Regression,31,2017-10-27,2018-01-19,0.46540178571428575
Refined No Availability,Random Forest,31,2017-10-27,2018-01-19,0.43415178571428575
Refined No Availability,XGBoost,31,2017-10-27,2018-01-19,0.5602678571428572
Refined No Availability,Logistic Regression,32,2018-01-22,2018-04-13,0.41189674523007863
Refined No Availability,Random Forest,32,2018-01-22,2018-04-13,0.4769921436588103
Refined No Availability,XGBoost,32,2018-01-22,2018-04-13,0.46689113355780026
Refined No Availability,Logistic Regression,33,2018-04-16,2018-07-06,0.4570135746606335
Refined No Availability,Random Forest,33,2018-04-16,2018-07-06,0.4547511312217194
Refined No Availability,XGBoost,33,2018-04-16,2018-07-06,0.37669683257918557
Refined No Availability,Logistic Regression,34,2018-07-09,2018-09-28,0.5172413793103448
Refined No Availability,Random Forest,34,2018-07-09,2018-09-28,0.4593993325917686
Refined No Availability,XGBoost,34,2018-07-09,2018-09-28,0.4949944382647386
Refined No Availability,Logistic Regression,35,2018-10-01,2018-12-21,0.6122222222222222
Refined No Availability,Random Forest,35,2018-10-01,2018-12-21,0.5566666666666666
Refined No Availability,XGBoost,35,2018-10-01,2018-12-21,0.48111111111111116
